 A ( ADVERB ) 
 abbaiano ( VERB ) lemma=`abbaiare` VER:fin  
 abbaiante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`abbaiare` VER:ppre  
 abbaianti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`abbaiare` VER:ppre  
 abbaiar ( VERB_INFINITIVE VERB ) lemma=`abbaiare` VER:infi  
 abbaiare ( VERB_INFINITIVE VERB ) 
 abbaiaron ( VERB ) lemma=`abbaiare` VER:fin  
 abbaiarono ( VERB ) lemma=`abbaiare` VER:fin  
 abbaiasse ( VERB ) lemma=`abbaiare` VER:fin  
 abbaiasser ( VERB ) lemma=`abbaiare` VER:fin  
 abbaiassero ( VERB ) lemma=`abbaiare` VER:fin  
 abbaiassi ( VERB ) lemma=`abbaiare` VER:fin  
 abbaiassimo ( VERB ) lemma=`abbaiare` VER:fin  
 abbaiaste ( VERB ) lemma=`abbaiare` VER:fin  
 abbaiasti ( VERB ) lemma=`abbaiare` VER:fin  
 abbaiata ( VERB_PAST_PARTICIPLE VERB ) lemma=`abbaiare` VER:ppast  
 abbaiate ( VERB_PAST_PARTICIPLE VERB ) lemma=`abbaiare`abbaiare` VER:fin  VER:ppast  
 abbaiati ( VERB_PAST_PARTICIPLE VERB ) lemma=`abbaiare` VER:ppast  
 abbaiato ( VERB_PAST_PARTICIPLE VERB ) lemma=`abbaiare` VER:ppast  
 abbaiava ( VERB ) lemma=`abbaiare` VER:fin  
 abbaiavamo ( VERB ) lemma=`abbaiare` VER:fin  
 abbaiavan ( VERB ) lemma=`abbaiare` VER:fin  
 abbaiavano ( VERB ) lemma=`abbaiare` VER:fin  
 abbaiavate ( VERB ) lemma=`abbaiare` VER:fin  
 abbaiavi ( VERB ) lemma=`abbaiare` VER:fin  
 abbaiavo ( VERB ) lemma=`abbaiare` VER:fin  
 abbaiera' ( VERB ) lemma=`abbaiare` VER:fin  
 abbaierai ( VERB ) lemma=`abbaiare` VER:fin  
 abbaieran ( VERB ) lemma=`abbaiare` VER:fin  
 abbaieranno ( VERB ) lemma=`abbaiare` VER:fin  
 abbaierebbe ( VERB ) lemma=`abbaiare` VER:fin  
 abbaierebber ( VERB ) lemma=`abbaiare` VER:fin  
 abbaierebbero ( VERB ) lemma=`abbaiare` VER:fin  
 abbaierei ( VERB ) lemma=`abbaiare` VER:fin  
 abbaieremmo ( VERB ) lemma=`abbaiare` VER:fin  
 abbaieremo ( VERB ) lemma=`abbaiare` VER:fin  
 abbaiereste ( VERB ) lemma=`abbaiare` VER:fin  
 abbaieresti ( VERB ) lemma=`abbaiare` VER:fin  
 abbaierete ( VERB ) lemma=`abbaiare` VER:fin  
 abbaiero' ( VERB ) lemma=`abbaiare` VER:fin  
 abbaierà ( VERB ) lemma=`abbaiare` VER:fin  
 abbaierò ( VERB ) lemma=`abbaiare` VER:fin  
 abbain ( VERB ) lemma=`abbaiare` VER:fin  
 abbaini ( NOUN NOUN_SINGULAR ) lemma=`abbaino` NOUN  
 abbaino ( NOUN VERB NOUN_SINGULAR ) lemma=`abbaino`abbaiare` NOUN  VER:fin  
 abbaio ( VERB ) lemma=`abbaiare` VER:fin  
 abbaio' ( VERB ) lemma=`abbaiare` VER:fin  
 abbaiò ( VERB ) lemma=`abbaiare` VER:fin  
 abbandona ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonai ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonammo ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonan ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonando ( NOUN NOUN_GERUND ) lemma=`abbandonare` VER:geru  
 abbandonandosi ( NOUN NOUN_GERUND ) lemma=`abbandonare` VER:geru:cli  
 abbandonano ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`abbandonare` VER:ppre  
 abbandonanti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`abbandonare` VER:ppre  
 abbandonar ( VERB_INFINITIVE VERB ) lemma=`abbandonare` VER:infi  
 abbandonarci ( VERB_INFINITIVE VERB ) lemma=`abbandonare` VER:infi:cli  
 abbandonare ( VERB_INFINITIVE VERB ) 
 abbandonarla ( VERB_INFINITIVE VERB ) lemma=`abbandonare` VER:infi:cli  
 abbandonarli ( VERB_INFINITIVE VERB ) lemma=`abbandonare` VER:infi:cli  
 abbandonarlo ( VERB_INFINITIVE VERB ) lemma=`abbandonare` VER:infi:cli  
 abbandonarmi ( VERB_INFINITIVE VERB ) lemma=`abbandonare` VER:infi:cli  
 abbandonaron ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonarono ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonarsi ( VERB_INFINITIVE VERB ) lemma=`abbandonare` VER:infi:cli  
 abbandonasse ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonasser ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonassero ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonassi ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonassimo ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonaste ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonasti ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonata ( VERB_PAST_PARTICIPLE NOUN VERB ADJECTIVE NOUN_SINGULAR ) lemma=`abbandonato`abbandonata`abbandonare` ADJ  NOUN  VER:ppast  
 abbandonate ( VERB_PAST_PARTICIPLE NOUN VERB ADJECTIVE NOUN_SINGULAR ) lemma=`abbandonato`abbandonata`abbandonare`abbandonare` ADJ  NOUN  VER:fin  VER:ppast  
 abbandonatevi ( VERB ) lemma=`abbandonare` VER:fin:cli  
 abbandonati ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=`abbandonato`abbandonare` ADJ  VER:ppast  
 abbandonatissima ( ADJECTIVE ) lemma=`abbandonato` ADJ  
 abbandonatissime ( ADJECTIVE ) lemma=`abbandonato` ADJ  
 abbandonatissimi ( ADJECTIVE ) lemma=`abbandonato` ADJ  
 abbandonatissimo ( ADJECTIVE ) lemma=`abbandonato` ADJ  
 abbandonato ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=`abbandonato`abbandonare` ADJ  VER:ppast  
 abbandonava ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonavamo ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonavan ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonavano ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonavate ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonavi ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonavo ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonera' ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonerai ( VERB ) lemma=`abbandonare` VER:fin  
 abbandoneran ( VERB ) lemma=`abbandonare` VER:fin  
 abbandoneranno ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonerebbe ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonerebber ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonerebbero ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonerei ( VERB ) lemma=`abbandonare` VER:fin  
 abbandoneremmo ( VERB ) lemma=`abbandonare` VER:fin  
 abbandoneremo ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonereste ( VERB ) lemma=`abbandonare` VER:fin  
 abbandoneresti ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonerete ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonero' ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonerà ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonerò ( VERB ) lemma=`abbandonare` VER:fin  
 abbandoni ( NOUN VERB NOUN_SINGULAR ) lemma=`abbandono`abbandonare` NOUN  VER:fin  
 abbandoniamo ( VERB ) lemma=`abbandonare` VER:fin  
 abbandoniamoci ( VERB ) lemma=`abbandonare` VER:fin:cli  
 abbandoniate ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonin ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonino ( VERB ) lemma=`abbandonare` VER:fin  
 abbandono ( NOUN VERB NOUN_SINGULAR ) lemma=`abbandono`abbandonare` NOUN  VER:fin  
 abbandono' ( VERB ) lemma=`abbandonare` VER:fin  
 abbandonò ( VERB ) lemma=`abbandonare` VER:fin  
 abbarbagli ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbaglia ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbagliai ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbagliammo ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbagliamo ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbaglian ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbagliando ( NOUN NOUN_GERUND ) lemma=`abbarbagliare` VER:geru  
 abbarbagliano ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbagliante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`abbarbagliare` VER:ppre  
 abbarbaglianti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`abbarbagliare` VER:ppre  
 abbarbagliar ( VERB_INFINITIVE VERB ) lemma=`abbarbagliare` VER:infi  
 abbarbagliare ( VERB_INFINITIVE VERB ) 
 abbarbagliaron ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbagliarono ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbagliasse ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbagliasser ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbagliassero ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbagliassi ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbagliassimo ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbagliaste ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbagliasti ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbagliata ( VERB_PAST_PARTICIPLE VERB ) lemma=`abbarbagliare` VER:ppast  
 abbarbagliate ( VERB_PAST_PARTICIPLE VERB ) lemma=`abbarbagliare`abbarbagliare` VER:fin  VER:ppast  
 abbarbagliati ( VERB_PAST_PARTICIPLE VERB ) lemma=`abbarbagliare` VER:ppast  
 abbarbagliato ( VERB_PAST_PARTICIPLE VERB ) lemma=`abbarbagliare` VER:ppast  
 abbarbagliava ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbagliavamo ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbagliavan ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbagliavano ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbagliavate ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbagliavi ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbagliavo ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbagliera' ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbaglierai ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbaglieran ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbaglieranno ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbaglierebbe ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbaglierebber ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbaglierebbero ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbaglierei ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbaglieremmo ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbaglieremo ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbagliereste ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbaglieresti ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbaglierete ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbagliero' ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbaglierà ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbaglierò ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbaglin ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbaglino ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbaglio ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbaglio' ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbagliò ( VERB ) lemma=`abbarbagliare` VER:fin  
 abbarbica ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicai ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicammo ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbican ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicando ( NOUN NOUN_GERUND ) lemma=`abbarbicare` VER:geru  
 abbarbicano ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`abbarbicare` VER:ppre  
 abbarbicanti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`abbarbicare` VER:ppre  
 abbarbicar ( VERB_INFINITIVE VERB ) lemma=`abbarbicare` VER:infi  
 abbarbicare ( VERB_INFINITIVE VERB ) 
 abbarbicaron ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicarono ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicasse ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicasser ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicassero ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicassi ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicassimo ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicaste ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicasti ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicata ( VERB_PAST_PARTICIPLE VERB ) lemma=`abbarbicare` VER:ppast  
 abbarbicate ( VERB_PAST_PARTICIPLE VERB ) lemma=`abbarbicare`abbarbicare` VER:fin  VER:ppast  
 abbarbicati ( VERB_PAST_PARTICIPLE VERB ) lemma=`abbarbicare` VER:ppast  
 abbarbicato ( VERB_PAST_PARTICIPLE VERB ) lemma=`abbarbicare` VER:ppast  
 abbarbicava ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicavamo ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicavan ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicavano ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicavate ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicavi ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicavo ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbichera' ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicherai ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicheran ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicheranno ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicherebbe ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicherebber ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicherebbero ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicherei ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicheremmo ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicheremo ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbichereste ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicheresti ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicherete ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbichero' ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicherà ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicherò ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbichi ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbichiamo ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbichiate ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbichin ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbichino ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbico ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbico' ( VERB ) lemma=`abbarbicare` VER:fin  
 abbarbicò ( VERB ) lemma=`abbarbicare` VER:fin  
 abbaruffa ( VERB ) lemma=`abbaruffare` VER:fin  
 abbaruffai ( VERB ) lemma=`abbaruffare` VER:fin  
 abbaruffammo ( VERB ) lemma=`abbaruffare` VER:fin  
 abbaruffan ( VERB ) lemma=`abbaruffare` VER:fin  
 abbaruffando ( NOUN NOUN_GERUND ) lemma=`abbaruffare` VER:geru  
 abbaruffano ( VERB ) lemma=`abbaruffare` VER:fin  
 abbaruffante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`abbaruffare` VER:ppre  
 abbaruffanti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`abbaruffare` VER:ppre  
 abbaruffar ( VERB_INFINITIVE VERB ) lemma=`abbaruffare` VER:infi  
 abbaruffare ( VERB_INFINITIVE VERB ) 
 abbaruffaron ( VERB ) lemma=`abbaruffare` VER:fin  
 abbaruffarono ( VERB ) lemma=`abbaruffare` VER:fin  
 abbaruffasse ( VERB ) lemma=`abbaruffare` VER:fin  
 abbaruffasser ( VERB ) lemma=`abbaruffare` VER:fin  
 abbaruffassero ( VERB ) lemma=`abbaruffare` VER:fin  
 abbaruffassi ( VERB ) lemma=`abbaruffare` VER:fin  
 abbaruffassimo ( VERB ) lemma=`abbaruffare` VER:fin  
 abbaruffaste ( VERB ) lemma=`abbaruffare` VER:fin  
 abbaruffasti ( VERB ) lemma=`abbaruffare` VER:fin  
 abbaruffata ( VERB_PAST_PARTICIPLE VERB ) lemma=`abbaruffare` VER:ppast  
 abbaruffate ( VERB_PAST_PARTICIPLE VERB ) lemma=`abbaruffare`abbaruffare` VER:fin  VER:ppast  
 abbaruffati ( VERB_PAST_PARTICIPLE VERB ) lemma=`abbaruffare` VER:ppast  
 abbaruffato ( VERB_PAST_PARTICIPLE VERB ) lemma=`abbaruffare` VER:ppast  
 abbaruffava ( VERB ) lemma=`abbaruffare` VER:fin  
 abbaruffavamo ( VERB ) lemma=`abbaruffare` VER:fin  
 abbaruffavan ( VERB ) lemma=`abbaruffare` VER:fin  
 abbaruffavano ( VERB ) lemma=`abbaruffare` VER:fin  
 abbaruffavate ( VERB ) lemma=`abbaruffare` VER:fin  
 abbaruffavi ( VERB ) lemma=`abbaruffare` VER:fin  
 abbaruffavo ( VERB ) lemma=`abbaruffare` VER:fin  
 abbaruffera' ( VERB ) lemma=`abbaruffare` VER:fin  
 abbarufferai ( VERB ) lemma=`abbaruffare` VER:fin  
 abbarufferan ( VERB ) lemma=`abbaruffare` VER:fin  
 abbarufferanno ( VERB ) lemma=`abbaruffare` VER:fin  
 abbarufferebbe ( VERB ) lemma=`abbaruffare` VER:fin  
 abbarufferebber ( VERB ) lemma=`abbaruffare` VER:fin  
 abbarufferebbero ( VERB ) lemma=`abbaruffare` VER:fin  
 abbarufferei ( VERB ) lemma=`abbaruffare` VER:fin  
 abbarufferemmo ( VERB ) lemma=`abbaruffare` VER:fin  
 abbarufferemo ( VERB ) lemma=`abbaruffare` VER:fin  
 abbaruffereste ( VERB ) lemma=`abbaruffare` VER:fin  
 abbarufferesti ( VERB ) lemma=`abbaruffare` VER:fin  
 abbarufferete ( VERB ) lemma=`abbaruffare` VER:fin  
 abbaruffero' ( VERB ) lemma=`abbaruffare` VER:fin  
 abbarufferà ( VERB ) lemma=`abbaruffare` VER:fin  
 abbarufferò ( VERB ) lemma=`abbaruffare` VER:fin  
 abbaruffi ( VERB ) lemma=`abbaruffare` VER:fin  
 abbaruffiamo ( VERB ) lemma=`abbaruffare` VER:fin  
 abbaruffiate ( VERB ) lemma=`abbaruffare` VER:fin  
 abbaruffin ( VERB ) lemma=`abbaruffare` VER:fin  
 abbaruffino ( VERB ) lemma=`abbaruffare` VER:fin  
 abbaruffo ( VERB ) lemma=`abbaruffare` VER:fin  
 abbaruffo' ( VERB ) lemma=`abbaruffare` VER:fin  
 abbaruffò ( VERB ) lemma=`abbaruffare` VER:fin  
 abbassa ( VERB ) lemma=`abbassare` VER:fin  
 abbassai ( VERB ) lemma=`abbassare` VER:fin  
 abbassamenti ( NOUN NOUN_SINGULAR ) lemma=`abbassamento` NOUN  
 abbassamento ( NOUN NOUN_SINGULAR ) 
 abbassammo ( VERB ) lemma=`abbassare` VER:fin  
 abbassan ( VERB ) lemma=`abbassare` VER:fin  
 abbassando ( NOUN NOUN_GERUND ) lemma=`abbassare` VER:geru  
 abbassandola ( NOUN NOUN_GERUND ) lemma=`abbassare` VER:geru:cli  
 abbassandoli ( NOUN NOUN_GERUND ) lemma=`abbassare` VER:geru:cli  
 abbassandosi ( NOUN NOUN_GERUND ) lemma=`abbassare` VER:geru:cli  
 abbassano ( VERB ) lemma=`abbassare` VER:fin  
 abbassante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`abbassare` VER:ppre  
 abbassanti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`abbassare` VER:ppre  
 abbassar ( VERB_INFINITIVE VERB ) lemma=`abbassare` VER:infi  
 abbassare ( VERB_INFINITIVE VERB ) 
 abbassarlo ( VERB_INFINITIVE VERB ) lemma=`abbassare` VER:infi:cli  
 abbassarne ( VERB_INFINITIVE VERB ) lemma=`abbassare` VER:infi:cli  
 abbassaron ( VERB ) lemma=`abbassare` VER:fin  
 abbassarono ( VERB ) lemma=`abbassare` VER:fin  
 abbassarsi ( VERB_INFINITIVE VERB ) lemma=`abbassare` VER:infi:cli  
 abbassasse ( VERB ) lemma=`abbassare` VER:fin  
 abbassasser ( VERB ) lemma=`abbassare` VER:fin  
 abbassassero ( VERB ) lemma=`abbassare` VER:fin  
 abbassassi ( VERB ) lemma=`abbassare` VER:fin  
 abbassassimo ( VERB ) lemma=`abbassare` VER:fin  
 abbassaste ( VERB ) lemma=`abbassare` VER:fin  
 abbassasti ( VERB ) lemma=`abbassare` VER:fin  
 abbassata ( VERB_PAST_PARTICIPLE VERB ) lemma=`abbassare` VER:ppast  
 abbassate ( VERB_PAST_PARTICIPLE VERB ) lemma=`abbassare`abbassare` VER:fin  VER:ppast  
 abbassati ( VERB_PAST_PARTICIPLE VERB ) lemma=`abbassare` VER:ppast  
 abbassato ( VERB_PAST_PARTICIPLE VERB ) lemma=`abbassare` VER:ppast  
 abbassava ( VERB ) lemma=`abbassare` VER:fin  
 abbassavamo ( VERB ) lemma=`abbassare` VER:fin  
 abbassavan ( VERB ) lemma=`abbassare` VER:fin  
 abbassavano ( VERB ) lemma=`abbassare` VER:fin  
 abbassavate ( VERB ) lemma=`abbassare` VER:fin  
 abbassavi ( VERB ) lemma=`abbassare` VER:fin  
 abbassavo ( VERB ) lemma=`abbassare` VER:fin  
 abbassera' ( VERB ) lemma=`abbassare` VER:fin  
 abbasserai ( VERB ) lemma=`abbassare` VER:fin  
 abbasseran ( VERB ) lemma=`abbassare` VER:fin  
 abbasseranno ( VERB ) lemma=`abbassare` VER:fin  
 abbasserebbe ( VERB ) lemma=`abbassare` VER:fin  
 abbasserebber ( VERB ) lemma=`abbassare` VER:fin  
 abbasserebbero ( VERB ) lemma=`abbassare` VER:fin  
 abbasserei ( VERB ) lemma=`abbassare` VER:fin  
 abbasseremmo ( VERB ) lemma=`abbassare` VER:fin  
 abbasseremo ( VERB ) lemma=`abbassare` VER:fin  
 abbassereste ( VERB ) lemma=`abbassare` VER:fin  
 abbasseresti ( VERB ) lemma=`abbassare` VER:fin  
 abbasserete ( VERB ) lemma=`abbassare` VER:fin  
 abbassero' ( VERB ) lemma=`abbassare` VER:fin  
 abbasserà ( VERB ) lemma=`abbassare` VER:fin  
 abbasserò ( VERB ) lemma=`abbassare` VER:fin  
 abbassi ( VERB ) lemma=`abbassare` VER:fin  
 abbassiamo ( VERB ) lemma=`abbassare` VER:fin  
 abbassiamolo ( VERB ) lemma=`abbassare` VER:fin:cli  
 abbassiate ( VERB ) lemma=`abbassare` VER:fin  
 abbassin ( VERB ) lemma=`abbassare` VER:fin  
 abbassino ( VERB ) lemma=`abbassare` VER:fin  
 abbasso ( VERB ) lemma=`abbassare` VER:fin  
 abbasso' ( VERB ) lemma=`abbassare` VER:fin  
 abbassò ( VERB ) lemma=`abbassare` VER:fin  
 abbastanza ( ADVERB ) 
 abbatta ( VERB ) lemma=`abbattere` VER:fin  
 abbattan ( VERB ) lemma=`abbattere` VER:fin  
 abbattano ( VERB ) lemma=`abbattere` VER:fin  
 abbatte ( VERB ) lemma=`abbattere` VER:fin  
 abbatte' ( VERB ) lemma=`abbattere` VER:fin  
 abbattei ( VERB ) lemma=`abbattere` VER:fin  
 abbattemmo ( VERB ) lemma=`abbattere` VER:fin  
 abbattendo ( NOUN NOUN_GERUND ) lemma=`abbattere` VER:geru  
 abbattendosi ( NOUN NOUN_GERUND ) lemma=`abbattere` VER:geru:cli  
 abbattente ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`abbattere` VER:ppre  
 abbattenti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`abbattere` VER:ppre  
 abbatter ( VERB_INFINITIVE VERB ) lemma=`abbattere` VER:infi  
 abbattera' ( VERB ) lemma=`abbattere` VER:fin  
 abbatterai ( VERB ) lemma=`abbattere` VER:fin  
 abbatteran ( VERB ) lemma=`abbattere` VER:fin  
 abbatteranno ( VERB ) lemma=`abbattere` VER:fin  
 abbatterci ( VERB_INFINITIVE VERB ) lemma=`abbattere` VER:infi:cli  
 abbattere ( VERB_INFINITIVE VERB ) 
 abbatterebbe ( VERB ) lemma=`abbattere` VER:fin  
 abbatterebber ( VERB ) lemma=`abbattere` VER:fin  
 abbatterebbero ( VERB ) lemma=`abbattere` VER:fin  
 abbatterei ( VERB ) lemma=`abbattere` VER:fin  
 abbatteremmo ( VERB ) lemma=`abbattere` VER:fin  
 abbatteremo ( VERB ) lemma=`abbattere` VER:fin  
 abbattereste ( VERB ) lemma=`abbattere` VER:fin  
 abbatteresti ( VERB ) lemma=`abbattere` VER:fin  
 abbatterete ( VERB ) lemma=`abbattere` VER:fin  
 abbatterla ( VERB_INFINITIVE VERB ) lemma=`abbattere` VER:infi:cli  
 abbatterli ( VERB_INFINITIVE VERB ) lemma=`abbattere` VER:infi:cli  
 abbatterlo ( VERB_INFINITIVE VERB ) lemma=`abbattere` VER:infi:cli  
 abbattero' ( VERB ) lemma=`abbattere` VER:fin  
 abbatteron ( VERB ) lemma=`abbattere` VER:fin  
 abbatterono ( VERB ) lemma=`abbattere` VER:fin  
 abbattersi ( VERB_INFINITIVE VERB ) lemma=`abbattere` VER:infi:cli  
 abbatterà ( VERB ) lemma=`abbattere` VER:fin  
 abbatterò ( VERB ) lemma=`abbattere` VER:fin  
 abbattesse ( VERB ) lemma=`abbattere` VER:fin  
 abbattesser ( VERB ) lemma=`abbattere` VER:fin  
 abbattessero ( VERB ) lemma=`abbattere` VER:fin  
 abbattessi ( VERB ) lemma=`abbattere` VER:fin  
 abbattessimo ( VERB ) lemma=`abbattere` VER:fin  
 abbatteste ( VERB ) lemma=`abbattere` VER:fin  
 abbattesti ( VERB ) lemma=`abbattere` VER:fin  
 abbattete ( VERB ) lemma=`abbattere` VER:fin  
 abbatteva ( VERB ) lemma=`abbattere` VER:fin  
 abbattevamo ( VERB ) lemma=`abbattere` VER:fin  
 abbattevan ( VERB ) lemma=`abbattere` VER:fin  
 abbattevano ( VERB ) lemma=`abbattere` VER:fin  
 abbattevate ( VERB ) lemma=`abbattere` VER:fin  
 abbattevi ( VERB ) lemma=`abbattere` VER:fin  
 abbattevo ( VERB ) lemma=`abbattere` VER:fin  
